name,author,description,book_id,genre
WARP Book 1 The Reluctant Assassin,EOIN COLFER,"Riley, a teen orphan boy living in Victorian London, has had the misfortune of being apprenticed to Albert Garrick, an illusionist who has fallen on difficult times and now uses his unique conjuring skills to gain access to victims' dwellings. On one such escapade, Garrick brings his reluctant apprentice along and urges him to commit his first killing. Riley is saved from having to commit the grisly act when the intended victim turns out to be a scientist from the future, part of the FBI's Witness Anonymous Relocation Program (WARP) Riley is unwittingly transported via wormhole to modern day London, followed closely by Garrick. In modern London, Riley is helped by Chevron Savano, a nineteen-year-old FBI agent sent to London as punishment after a disastrous undercover, anti-terrorist operation in Los Angeles. Together Riley and Chevie must evade Garrick, who has been fundamentally altered by his trip through the wormhole. Garrick is now not only evil, but he also possesses all of the scientist's knowledge. He is determined to track Riley down and use the timekey in Chevie's possession to make his way back to Victorian London where he can literally change the world.",2981,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Middle Grade', 'Adventure', 'Magic']"
Planet of the Apes,PIERRE BOULLE,Published also under title: Monkey planet.,2982,"['Science Fiction', 'Fiction', 'Classics', 'France', 'Fantasy', 'Audiobook', 'Dystopia']"
Ghost Town,RACHEL CAINE,"While developing a new system to maintain defenses in Morganville, Texas, seventeen-year-old Claire Danvers discovers a way to amplify vampire mental powers which has an unexpected side-effect of causing residents, both human and vampire, to forget who they are.",2983,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Romance', 'Supernatural']"
Deliverance,JAMES DICKEY,The canoe trip from hell. Classic take of four men caught in a primitive and violent test of manhood. Their adventure turns into a struggle for survival.,2984,"['Fiction', 'Classics', 'Thriller', 'Horror', 'Adventure', 'Literature', 'Audiobook']"
Dragonsinger,ANNE MCCAFFREY,"Award-winning fantasy author Anne McCaffrey returns with her bestselling Harper Hall Trilogy, wonder-filled imaginative classics now available in digest format.",2985,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Audiobook']"
Boundless,CYNTHIA HAND,"Described as ""utterly captivating"" by Richelle Mead and as ""enchanting and exciting, romantic and believable"" by Melissa Marr, the New York Times bestselling Unearthly series has dazzled readers and critics alike. In this riveting finale, Cynthia Hand explores the timeless question of whether it is better to follow the rules or your heart. This incandescent paranormal romance will win the hearts of fans of Becca Fitzpatrick, Andrea Cremer, and Cassandra Clare. The past few years held more surprises than part-angel Clara Gardner ever could have anticipated. Now, with the fallen angel who attacked her watching her every move and the threat of Black Wings looming, Clara knows she must finally fulfill her destiny—a destiny that includes Christian Prescott by her side. But in order to complete her purpose, Clara must first find a way to give up the thing she wants most . . . a future with the boy she loves, Tucker Avery.",2986,"['Young Adult', 'Fantasy', 'Angels', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural']"
D. Gray-Man,KATSURA HOSHINO,"Set in a fictional end of the 19th century England, the story revolves around a teenage boy named Allen Walker who is cursed with a cross mark on his hand that turns his arm into an enormous weapon, which he uses to hunt down and kill akumas. An akuma, generated by a 1,000-year-old phantom, is implanted into a human's soul during a moment of devastation and despair. The phantom uses the demons to then carry out his goal: destroy all humankind.",2987,"['Manga', 'Fantasy', 'Graphic Novels', 'Comics', 'Horror', 'Shonen', 'Supernatural']"
Private Eyes,JONATHAN KELLERMAN,"The voice belongs to a woman, but Dr. Alex Delaware remembers a little girl. It is eleven years since seven-years-old Melissa Dickinson dialed a hospital help line for comfort--and found it in therapy with Alex Delaware. Now the lovely young heiress is desperately calling for psychologist's help once more. Only this time it looks like Melissa's deepest childhood nightmare is really coming true ... Twenty years ago, Gina Dickinson, Melissa's mother, suffered a grisly assault that left the budding actress irreparably scarred and emotionally crippled. Now her acid-wielding assailant is out of prison and back in L.A.--and Melissa is terrified that the monster has returned to hurt Gina again. But before Alex Delaware can even begin to soothe his former patient's fears, Gina, a recluse for twenty, disappears. And now, unless Delaware turns crack detective to uncover the truth, Gina Dickinson will be just one more victim of a cold fury that has already spawned madness--and murder.",2988,"['Science Fiction', 'Fiction', 'Mystery', 'Robots', 'Classics', 'Science Fiction Fantasy', 'Audiobook']"
The Redemption of Callie and Kayden,JESSICA SORENSEN,"The dark secret Kayden has kept hidden for years is finally out. Worse, he's facing charges for battery. The only way to clear his name is for Callie to speak up - something he'll never ask her to do. Instead, he'll do whatever he must to protect her, even if it means letting go of the only girl he's ever loved. She knows he is going back to his dark place and desperately wants to save him, but that means admitting her own painful secrets aloud. The thought of breaking her silence terrifies her - but not as much as the thought of losing him forever. Can she convince him they can make a fresh start together - or is she already too late?",2990,"['Romance', 'New Adult', 'Contemporary', 'College', 'Young Adult', 'Abuse', 'Contemporary Romance']"
Launching a Leadership Revolution,CHRIS BRADY,"Sooner or later, we are all called upon to lead. Whether at your job or in your home, in your community or in your church, one day you will need to step up and take control. When that time comes, will you be ready? With the help of this unique, step-by-step guide for attaining invaluable leadership skills, you can be. Chris Brady and Orrin Woodward will guide you through their essential, time-tested ""Five Levels of Influence"": Learn: a leader must be able to learn from anyone Perform: persevere through failure to find success Lead: extend your abilities by expanding your team Develop Leaders: learn to trust your people Develop Leaders Who Develop Leaders: create a legacy. These five principles are illustrated in detail as the book examines such classic leaders as Winston Churchill, Benjamin Franklin, Theodore Roosevelt, George Washington, and even Saint Paul. Following their examples, you can adapt these five steps to your own career and life, unlock the leader within you - and launch your own leadership revolution.",2991,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Audiobook']"
Warriors #2: Fire and Ice,ERIN HUNTER,"Deep in the heart of the forest, four clans of warrior cats coexist in uneasy harmony -- but uncertain times are upon them, and dangers threaten the precarious balance of the forest. Fireheart is a ThunderClan warrior cat now, but his troubles are far from over. As the chill of winter sets in, the cats of rival RiverClan grow restless, while WindClan is weak and facing threats from all sides. As tensions build to an explosive climax, Fireheart faces not only imminent battle, but betrayal from within his own Clan.",2992,"['Fantasy', 'Fiction', 'Animals', 'Middle Grade', 'Childrens', 'Young Adult', 'Adventure']"
The Darkest Whisper,GENA SHOWALTER,"Sabin, who avoids intimate relationships because of a demon curse that causes him to destroy his lovers, unwillingly falls in love with fellow immortal Gwendolyn, and together they battle to claim the power of Pandora's box.",2993,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Demons', 'Mythology', 'Adult']"
Love is a Mix Tape,ROB SHEFFIELD,"Sheffield relates the two important love affairs of his life, the first with music and the fine art of the perfect mix tape, and the second with a woman who changes him forever.",2994,"['Music', 'Nonfiction', 'Memoir', 'Biography', 'Romance', 'Biography Memoir', 'Book Club']"
Please Kill Me,LEGS MCNEIL,"Now in paperback, this first oral history of the most nihilistic of all pop movements brings the sound of the punk generation chillingly to life with 50 new pages of depraved testimony. ""Please Kill Me"" reads like a fast-paced novel, but the tragedies it contains are all too human and all too real. photos.",2995,"['Music', 'Nonfiction', 'History', 'Punk', 'Biography', 'Oral History', 'Art']"
Frog and Toad All Year,ARNOLD LOBEL,"Friends all year. In winter, spring, summer, and fall, Frog and Toad are always together. Here is a wise and wonderful story for each seasonof the year-and one for Christmas, too.",2996,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Animals', 'Friendship', 'Juvenile']"
The Harlequin,LAURELL K. HAMILTON,"From the #1 ""New York Times""-bestselling author comes this latest Anita Blake novel in which the vampire hunter faces the challenge of her life.",2997,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Fiction']"
So B. It,SARAH WEEKS,"You couldn′t really tell about Mama′s brain just from looking at her, but it was obvious as soon as she spoke. She had a high voice, like a little girl′s, and she only knew 23 words. I know this for a fact, because we kept a list of the things Mama said tacked to the inside of the kitchen cabinet. Most of the words were common ones, like good and more and hot, but there was one word only my mother said: soof. Although she lives an unconventional lifestyle with her mentally disabled mother and their doting neighbour, Bernadette, Heidi has a lucky streak that has a way of pointing her in the right direction. When a mysterious word in her mother′s vocabulary begins to haunt her, Heidi′s thirst for the truth leads her on a cross-country journey in search of the secrets of her past.",2998,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Middle Grade', 'Contemporary', 'Childrens', 'Family']"
